Localidad,UPZ,Barrio
Kennedy,Kennedy Central (47),Kennedy Norte Súper Manzana 11
Kennedy,Kennedy Central (47),La Unidad
Kennedy,Kennedy Central (47),Mandalay I Sector
Kennedy,Kennedy Central (47),Mandalay Etapa A Sector II
Kennedy,Kennedy Central (47),Nuevo Kennedy El Descanso
Kennedy,Kennedy Central (47),Onasis
Kennedy,Kennedy Central (47),Sagrado Corazón
Kennedy,Kennedy Central (47),San Martín de Porres
Kennedy,Kennedy Central (47),Santa Catalina
Kennedy,Kennedy Central (47),Urbanización El Parque
Kennedy,Kennedy Central (47),Urbanización Kennedy Súper Manzana 8
Kennedy,Kennedy Central (47),Urbanización Santa Luisa
Kennedy,Kennedy Central (47),Vasconia II
Kennedy,Kennedy Central (47),Villa de los Sauces
Kennedy,Kennedy Central (47),Villa Rica
Kennedy,Kennedy Central (47),Visión de Colombia
Kennedy,Timiza (48),ACIP
Kennedy,Timiza (48),Alameda de Timiza
Kennedy,Timiza (48),Alfonso Montaña
Kennedy,Timiza (48),Berlín
Kennedy,Timiza (48),Boitá
Kennedy,Timiza (48),Boitá I Sector
Kennedy,Timiza (48),Boitá II Sector
Kennedy,Timiza (48),Casa Loma
Kennedy,Timiza (48),Catalina
Kennedy,Timiza (48),Catalina II
Kennedy,Timiza (48),El Paraíso
Kennedy,Timiza (48),Granada
Kennedy,Timiza (48),Humberto Valencia
Kennedy,Timiza (48),La Amistad
Kennedy,Timiza (48),Lago Timiza I y II Etapa
Kennedy,Timiza (48),Las Luces
Kennedy,Timiza (48),Miraflores
Kennedy,Timiza (48),Monterrey
Kennedy,Timiza (48),Nueva Timiza
Kennedy,Timiza (48),Olivos (Los)
Kennedy,Timiza (48),Pastranita III
Kennedy,Timiza (48),Río Bravo
Kennedy,Timiza (48),Roma
Kennedy,Timiza (48),Sacramento
Kennedy,Timiza (48),San Andrés
Kennedy,Timiza (48),San Jorge I y II
Kennedy,Timiza (48),San Vicente Ferrer
Kennedy,Timiza (48),Santa Catalina
Kennedy,Timiza (48),Sumapaz
Kennedy,Timiza (48),Timiza
Kennedy,Timiza (48),Tito Puente
Kennedy,Timiza (48),Tocarema
Kennedy,Timiza (48),Urbanización El Edén
Kennedy,Timiza (48),Urbanización La Unidad
Kennedy,Timiza (48),Urbanización Rincón de los Reyes
Kennedy,Timiza (48),Urbanización San Pedro
Kennedy,Timiza (48),Urbanización Techo
Kennedy,Timiza (48),Vegas de Santa Ana
Kennedy,Timiza (48),Villa de los Sauces
Kennedy,Timiza (48),Villa Nelly
Kennedy,Tintal Norte (78),El Tintal
Kennedy,Tintal Norte (78),El Tintal II
Kennedy,Tintal Norte (78),El Tintal III
Kennedy,Tintal Norte (78),El Tintal IV
Kennedy,Tintal Norte (78),La Magdalena
Kennedy,Tintal Norte (78),Sabana Grande
Kennedy,Tintal Norte (78),Santa Paz-Santa Elvira
Kennedy,Tintal Norte (78),Vereda El Tintal
Kennedy,Tintal Norte (78),Vereda El Tintal Urbano
Kennedy,Tintal Norte (78),Vereda El Tintal Rural
Kennedy,Calandaima (79),Calandaima
Kennedy,Calandaima (79),Ciudadela Primavera
Kennedy,Calandaima (79),Ciudadela Tierra Buena
Kennedy,Calandaima (79),Conjunto Residencial Gerona del Tintal
Kennedy,Calandaima (79),Conjunto Residencial Prados de Castilla I, II y III
Kennedy,Calandaima (79),Galán
Kennedy,Calandaima (79),Osorio
Kennedy,Calandaima (79),Osorio - Tintalá
Kennedy,Calandaima (79),Santa Fe del Tintal
Kennedy,Calandaima (79),Tintalá
Kennedy,Calandaima (79),Urbanización Unir Uno (Predio Calandaima)
Kennedy,Corabastos (80),Amparo Cañizares
Kennedy,Corabastos (80),Corabastos
Kennedy,Corabastos (80),Cayetano Cañizares
Kennedy,Corabastos (80),Chucua de la Vaca
Kennedy,Corabastos (80),El Amparo
Kennedy,Corabastos (80),El Llanito
Kennedy,Corabastos (80),El Olivo
Kennedy,Corabastos (80),El Portal de Patio Bonito
Kennedy,Corabastos (80),El Saucedal
Kennedy,Corabastos (80),Llano Grande
Kennedy,Corabastos (80),María Paz
Kennedy,Corabastos (80),Pinar del Río
Kennedy,Corabastos (80),Pinar del Río II
Kennedy,Corabastos (80),San Carlos
Kennedy,Corabastos (80),Villa de la Loma
Kennedy,Corabastos (80),Villa de la Loma II Sector Mz 31 y 32
Kennedy,Gran Britalia (81),Alfonso López Michelsen
Kennedy,Gran Britalia (81),Altamar
Kennedy,Gran Britalia (81),Bellavista
Kennedy,Gran Britalia (81),Campo Hermoso
Kennedy,Gran Britalia (81),Casablanca Sur
Kennedy,Gran Britalia (81),Class
Kennedy,Gran Britalia (81),El Almenar
Kennedy,Gran Britalia (81),El Carmelo
Kennedy,Gran Britalia (81),El Pencil
Kennedy,Gran Britalia (81),El Porvenir (Britalia)
Kennedy,Gran Britalia (81),El Progreso I y II Sector
Kennedy,Gran Britalia (81),El Triángulo
Kennedy,Gran Britalia (81),Floralía I y II Sector
Kennedy,Gran Britalia (81),Gran Britalia
Kennedy,Gran Britalia (81),La Esperanza
Kennedy,Gran Britalia (81),La María
Kennedy,Gran Britalia (81),Nueva Esperanza
Kennedy,Gran Britalia (81),Parques del Tintal (Campo Alegre Londoño)
Kennedy,Gran Britalia (81),Pastranita I Sector
Kennedy,Gran Britalia (81),Vereda La Balsa
Kennedy,Gran Britalia (81),Villa Anita
Kennedy,Gran Britalia (81),Villa Clemencia Sector Villa Grata
Kennedy,Gran Britalia (81),Villa Nelly
Kennedy,Gran Britalia (81),Villa Nelly - Los Alisos
Kennedy,Gran Britalia (81),Villa Nelly III Sector
Localidad,UPZ,Barrio
Kennedy,Patio Bonito (82),Altamar
Kennedy,Patio Bonito (82),Avenida Cundinamarca
Kennedy,Patio Bonito (82),Barranquillita
Kennedy,Patio Bonito (82),Bellavista
Kennedy,Patio Bonito (82),Campo Hermoso
Kennedy,Patio Bonito (82),Ciudad de Cali
Kennedy,Patio Bonito (82),Ciudad Galán
Kennedy,Patio Bonito (82),Ciudad Granada
Kennedy,Patio Bonito (82),Dindalito
Kennedy,Patio Bonito (82),El Paraíso
Kennedy,Patio Bonito (82),El Patio III Sector
Kennedy,Patio Bonito (82),El Rosario
Kennedy,Patio Bonito (82),El Rosario III
Kennedy,Patio Bonito (82),El Saucedal
Kennedy,Patio Bonito (82),El Triunfo
Kennedy,Patio Bonito (82),Horizonte Occidente
Kennedy,Patio Bonito (82),Jazmín Occidental
Kennedy,Patio Bonito (82),La Rivera
Kennedy,Patio Bonito (82),La Rivera II Sector
Kennedy,Patio Bonito (82),Las Acacias
Kennedy,Patio Bonito (82),Las Brisas
Kennedy,Patio Bonito (82),Las Palmeras
Kennedy,Patio Bonito (82),Las Palmitas
Kennedy,Patio Bonito (82),Las Vegas
Kennedy,Patio Bonito (82),Los Almendros
Kennedy,Patio Bonito (82),Nueva Esperanza
Kennedy,Patio Bonito (82),Parques del Tintal (Campo Alegre Londoño)
Kennedy,Patio Bonito (82),Patio Bonito I
Kennedy,Patio Bonito (82),Patio Bonito II Sector
Kennedy,Patio Bonito (82),Puente La Vega
Kennedy,Patio Bonito (82),San Dionisio
Kennedy,Patio Bonito (82),San Marino
Kennedy,Patio Bonito (82),Santa Mónica
Kennedy,Patio Bonito (82),Sector II Altamar
Kennedy,Patio Bonito (82),Sumapaz
Kennedy,Patio Bonito (82),Tayrona
Kennedy,Patio Bonito (82),Tintalito
Kennedy,Patio Bonito (82),Tintalito II
Kennedy,Patio Bonito (82),Tocarema
Kennedy,Patio Bonito (82),Urb. Dindalito I Etapa
Kennedy,Patio Bonito (82),Villa Alexandra
Kennedy,Patio Bonito (82),Villa Andrés
Kennedy,Patio Bonito (82),Villa Hermosa
Kennedy,Patio Bonito (82),Villa Mendoza
Kennedy,Las Margaritas (83),Las Margaritas
Kennedy,Las Margaritas (83),Osorio XI
Kennedy,Las Margaritas (83),Osorio XII
Kennedy,Las Margaritas (83),Portal Américas (Parte)
Kennedy,Bavaria (113),Aloha
Kennedy,Bavaria (113),Alsacia
Kennedy,Bavaria (113),Áticos de las Américas
Kennedy,Bavaria (113),Cooperativa de Suboficiales
Kennedy,Bavaria (113),El Condado de la Paz
Kennedy,Bavaria (113),Los Pinos de Marsella
Kennedy,Bavaria (113),Lucitania
Kennedy,Bavaria (113),Marsella
Kennedy,Bavaria (113),Marsella Sector Norte I y II
Kennedy,Bavaria (113),Multifamiliares La Paz El Ferrol
Kennedy,Bavaria (113),Nuestra Señora de La Paz
Kennedy,Bavaria (113),San José Occidental
Kennedy,Bavaria (113),Unidad Oviedo
Kennedy,Bavaria (113),Urbanización Bavaria
Fontibón,Fontibón Centro,Arabia
Fontibón,Fontibón Centro,Atahualpa
Fontibón,Fontibón Centro,Azul
Fontibón,Fontibón Centro,Boston
Fontibón,Fontibón Centro,Centro A
Fontibón,Fontibón Centro,Conjunto Residencial Parques de Modelia
Fontibón,Fontibón Centro,Conjunto Residencial Villa Beatriz
Fontibón,Fontibón Centro,El Carmen
Fontibón,Fontibón Centro,El Cuco Sector La Estancia
Fontibón,Fontibón Centro,El Guadual
Fontibón,Fontibón Centro,El Jordán
Fontibón,Fontibón Centro,El Pedregal
Fontibón,Fontibón Centro,El Rubí
Fontibón,Fontibón Centro,Fontibón Centro
Fontibón,Fontibón Centro,La Cabaña
Fontibón,Fontibón Centro,La Giralda
Fontibón,Fontibón Centro,La Laguna
Fontibón,Fontibón Centro,La Perla
Fontibón,Fontibón Centro,Las Flores
Fontibón,Fontibón Centro,Las Brisas
Fontibón,Fontibón Centro,Palestina
Fontibón,Fontibón Centro,Rincón Santo
Fontibón,Fontibón Centro,Salamanca
Fontibón,Fontibón Centro,San Pedro y Santa Ana (parte)
Fontibón,Fontibón Centro,San Pedro Los Robles
Fontibón,Fontibón Centro,Torcoroma
Fontibón,Fontibón Centro,Unidad Residencial Montecarlo
Fontibón,Fontibón Centro,Urbanización Laredo
Fontibón,Fontibón Centro,Urbanización Los Cámbulos
Fontibón,Fontibón Centro,Urbanización Salamanca
Fontibón,Fontibón Centro,Urbanización Santiago
Fontibón,Fontibón Centro,Valle Verde
Fontibón,Fontibón Centro,Versalles
Fontibón,Fontibón Centro,Villa Carmenza
Fontibón,Fontibón Centro,La Estación (parte)
Fontibón,Fontibón San Pablo,Ambalema
Fontibón,Fontibón San Pablo,Bohíos de Hunza I y II
Fontibón,Fontibón San Pablo,Bohíos de Hunza III
Fontibón,Fontibón San Pablo,El Paraíso
Fontibón,Fontibón San Pablo,El Portal
Fontibón,Fontibón San Pablo,El Refugio
Fontibón,Fontibón San Pablo,El Triángulo
Fontibón,Fontibón San Pablo,Florencia
Fontibón,Fontibón San Pablo,Jericó
Fontibón,Fontibón San Pablo,La Aldea
Fontibón,Fontibón San Pablo,La Zelfita
Fontibón,Fontibón San Pablo,Prados de la Alameda
Fontibón,Fontibón San Pablo,Puente Grande
Fontibón,Fontibón San Pablo,San Pablo
Fontibón,Fontibón San Pablo,Selva Dorada
Fontibón,Fontibón San Pablo,Villa Liliana
Fontibón,Fontibón San Pablo,HB
Fontibón,Fontibón San Pablo,Recodo
Fontibón,Zona Franca,Cassandra
Fontibón,Zona Franca,El Charco
Fontibón,Zona Franca,El Chircal
Fontibón,Zona Franca,La Estancia Camino de Salazar
Fontibón,Zona Franca,Moravia
Fontibón,Zona Franca,Centenario
Fontibón,Zona Franca,Zona Franca
Fontibón,Ciudad Salitre Occidental,Ciudad Salitre Occidental
Fontibón,Ciudad Salitre Occidental,Carlos Lleras
Fontibón,Ciudad Salitre Occidental,La Esperanza Norte
Fontibón,Ciudad Salitre Occidental,Sausalito
Fontibón,Granjas de Techo,Ciudad Hayuelos
Fontibón,Granjas de Techo,Granjas de Techo
Fontibón,Granjas de Techo,Montevideo
Fontibón,Granjas de Techo,Paraíso Bavaria
Fontibón,Granjas de Techo,Visión Semi Industrial
Fontibón,Modelia,Ciudad Modelia
Fontibón,Modelia,Fuente del Dorado II Etapa
Fontibón,Modelia,Rincón de Modelia
Fontibón,Modelia,Santa Cecilia
Fontibón,Modelia,Urbanización Barrio Capellanía
Fontibón,Capellanía,Conjunto Residencial La Cofradía
Fontibón,Capellanía,La Rosita
Fontibón,Capellanía,Puerta de Teja
Fontibón,Capellanía,San José El Jardín
Fontibón,Capellanía,Veracruz
Fontibón,Aeropuerto El Dorado,El Bogotano Primer Sector
Fontibón,Aeropuerto El Dorado,Las Navetas
Fontibón,Aeropuerto El Dorado,Pueblo Viejo
Engativá,Las Ferias,Acapulco
Engativá,Las Ferias,Alejandría
Engativá,Las Ferias,Bellavista
Engativá,Las Ferias,Bellavista Occidental
Engativá,Las Ferias,Bonanza
Engativá,Las Ferias,Bosque Popular
Engativá,Las Ferias,Cataluña
Engativá,Las Ferias,Ciudad de Honda
Engativá,Las Ferias,El Dorado Norte
Engativá,Las Ferias,El Gualí
Engativá,Las Ferias,El Laurel
Engativá,Las Ferias,El Manantial
Engativá,Las Ferias,El Paseo
Engativá,Las Ferias,El Trébol
Engativá,Las Ferias,La Bonanza
Engativá,Las Ferias,La Cabaña
Engativá,Las Ferias,La Estrada
Engativá,Las Ferias,La Estradita
Engativá,Las Ferias,La Europa
Engativá,Las Ferias,La Marcela
Engativá,Las Ferias,La Reliquia
Engativá,Las Ferias,Las Ferias
Engativá,Las Ferias,Las Ferias Occidental
Engativá,Las Ferias,Las Galias
Engativá,Las Ferias,Metrópolis
Engativá,Las Ferias,Palo Blanco
Engativá,Las Ferias,Santo Domingo
Engativá,Minuto de Dios,Engativá Pueblo (parte)
Engativá,Minuto de Dios,Luis Carlos Galán
Engativá,Minuto de Dios,Minuto de Dios
Engativá,Minuto de Dios,Morisco
Engativá,Minuto de Dios,París Gaitán
Engativá,Minuto de Dios,Primavera Norte
Engativá,Boyacá Real,Boyacá
Engativá,Boyacá Real,El Carmelo
Engativá,Boyacá Real,El Refugio
Engativá,Boyacá Real,Florencia
Engativá,Boyacá Real,Florida Blanca
Engativá,Boyacá Real,La Almería
Engativá,Boyacá Real,La Granja
Engativá,Boyacá Real,La Salina
Engativá,Boyacá Real,La Soledad Norte
Engativá,Boyacá Real,Los Pinos Florencia
Engativá,Boyacá Real,Maratu
Engativá,Boyacá Real,París
Engativá,Boyacá Real,Santa Helenita
Engativá,Boyacá Real,Santa María del Lago
Engativá,Boyacá Real,Santa Rosita
Engativá,Boyacá Real,Tabora
Engativá,Boyacá Real,Veracruz
Engativá,Boyacá Real,Zarzamora
Engativá,Santa Cecilia,Engativá El Dorado
Engativá,Santa Cecilia,El Cedro
Engativá,Santa Cecilia,El Gaco
Engativá,Santa Cecilia,El Pedregal
Engativá,Santa Cecilia,El Porvenir
Engativá,Santa Cecilia,La Clarita
Engativá,Santa Cecilia,La Española
Engativá,Santa Cecilia,La Florida
Engativá,Santa Cecilia,La Soledad
Engativá,Santa Cecilia,Santa Cecilia
Engativá,Santa Cecilia,Villa Luz
Engativá,Bolivia,Bolivia
Engativá,Bolivia,Garcés Navas Oriental
Engativá,Bolivia,Gran Granada
Engativá,Bolivia,Quirigua
Engativá,Bolivia,Villas del Dorado-San Antonio
Engativá,Garcés Navas,Álamos
Engativá,Garcés Navas,Álamos Norte
Engativá,Garcés Navas,Andalucía Parques
Engativá,Garcés Navas,Bosques de Mariana
Engativá,Garcés Navas,El Cedro
Engativá,Garcés Navas,Garcés Navas
Engativá,Garcés Navas,Los Ángeles
Engativá,Garcés Navas,Molinos de Viento
Engativá,Garcés Navas,Plazuelas del Virrey
Engativá,Garcés Navas,San Basilio
Engativá,Garcés Navas,Santa Mónica
Engativá,Garcés Navas,Villa Amalia
Engativá,Garcés Navas,Villa Sagrario
Engativá,Garcés Navas,Villas de Granada
Engativá,Garcés Navas,Villas del Madrigal
Engativá,Engativá,Alameda
Engativá,Engativá,Centauros del Danubio
Engativá,Engativá,El Cedro
Engativá,Engativá,El Mirador
Engativá,Engativá,El Muelle
Engativá,Engativá,El Palmar
Engativá,Engativá,El Triángulo
Engativá,Engativá,El Verdún
Engativá,Engativá,Engativá Centro
Engativá,Engativá,Granjas El Dorado
Engativá,Engativá,La Cabaña
Engativá,Engativá,La Esperanza
Engativá,Engativá,La Faena
Engativá,Engativá,La Riviera
Engativá,Engativá,La Torquigua
Engativá,Engativá,Santa Lucía Norte
Engativá,Engativá,Las Mercedes
Engativá,Engativá,Las Palmas
Engativá,Engativá,Linterama
Engativá,Engativá,Los Laureles
Engativá,Engativá,Los Laureles-Sabanas El Dorado
Engativá,Engativá,Marandú
Engativá,Engativá,Porvenir
Engativá,Jardín Botánico,Jardín Botánico
Engativá,Jardín Botánico,Normandía
Engativá,Jardín Botánico,Salitre Nor-Occidental (parte)
Engativá,Álamos,Álamos (parte)
Engativá,Álamos,Álamos Industrial
Engativá,Álamos,El Dorado Industrial
Engativá,Álamos,El Mortiño
Engativá,Álamos,Puerta del Sol
Engativá,Álamos,San Antonio (parte)
Suba,La Academia,La Academia
Suba,Guaymaral,Conejera
Suba,Guaymaral,Guaymaral
Suba,San José de Bavaria,Gibraltar
Suba,San José de Bavaria,Guicani
Suba,San José de Bavaria,Mirandela
Suba,San José de Bavaria,Nueva Zelandia
Suba,San José de Bavaria,Oikos
Suba,San José de Bavaria,San Felipe
Suba,San José de Bavaria,San José de Bavaria
Suba,San José de Bavaria,Santa Catalina
Suba,San José de Bavaria,Tejares del Norte
Suba,San José de Bavaria,Villanova
Suba,San José de Bavaria,Villa del Prado
Suba,San José de Bavaria,Villa Lucy
Suba,La Alhambra,Alhambra
Suba,La Alhambra,El Batán
Suba,La Alhambra,El Recreo de los Frailes
Suba,La Alhambra,Estoril
Suba,La Alhambra,Ilarco
Suba,La Alhambra,Malibú
Suba,La Alhambra,Mónaco
Suba,La Alhambra,Pasadena
Suba,Casablanca Suba,Atenas
Suba,Casablanca Suba,Calatayud
Suba,Casablanca Suba,Casa Blanca I
Suba,Casablanca Suba,Casa Blanca II
Suba,Casablanca Suba,Casa Blanca Suba
Suba,Casablanca Suba,Casa Blanca Sec El Plan
Suba,Casablanca Suba,Casa Blanca Sec La Gruta
Suba,Casablanca Suba,Del Monte
Suba,Casablanca Suba,El Velero
Suba,Casablanca Suba,Escuela de Carabineros
Suba,Casablanca Suba,Potrerillo
Suba,Casablanca Suba,Potrerillos de Suba
Suba,Casablanca Suba,Prados de Santa Bárbara
Suba,Casablanca Suba,Puerta del Sol
Suba,Casablanca Suba,Rincón de Suba
Suba,Casablanca Suba,Rincón El Cóndor
Suba,Casablanca Suba,Rincón Escuela
Suba,Casablanca Suba,Riobamba
Suba,Casablanca Suba,Rodrigo Lara Bonilla
Suba,Casablanca Suba,San Cayetano
Suba,Casablanca Suba,San Isidro Norte
Suba,Casablanca Suba,San Jorge
Suba,Britalia,Britalia
Suba,Britalia,Britalia Norte
Suba,Britalia,Britalia San Diego
Suba,Britalia,Calima Norte
Suba,Britalia,Cantagallo
Suba,Britalia,Cantalejo
Suba,Britalia,Colpatria Santa Helena
Suba,Britalia,Colpatria Santa Helena II Sector
Suba,Britalia,El Paraíso de los 12 Apóstoles
Suba,Britalia,Gilmar
Suba,Britalia,Granada Norte
Suba,Britalia,Granjas de Namur
Suba,Britalia,La Chocita
Suba,Britalia,Los Eliseos
Suba,Britalia,Pijao de Oro
Suba,Britalia,Portales del Norte
Suba,Britalia,San Cipriano
Suba,Britalia,Villa Delia
Suba,Britalia,Vista Bella
Suba,El Prado,Alcalá
Suba,El Prado,Atabanza
Suba,El Prado,Bernal y Forero
Suba,El Prado,Cacihia
Suba,El Prado,Canodromo
Suba,El Prado,La Sultana
Suba,El Prado,Libertadores
Suba,El Prado,Los Prados de La Sultana
Suba,El Prado,Madeira
Suba,El Prado,Manuela Arluz
Suba,El Prado,Mazurén
Suba,El Prado,Niza IX
Suba,El Prado,Prado Pinzón
Suba,El Prado,Prado Sur
Suba,El Prado,Prado Veraniego
Suba,El Prado,Prado Veraniego Norte
Suba,El Prado,Prado Veraniego Sur
Suba,El Prado,San José del Spring
Suba,El Prado,San José del Prado
Suba,El Prado,Santa Helena
Suba,El Prado,Tarragona
Suba,El Prado,Tierra Linda
Suba,Niza,Calatrava
Suba,Niza,Campania
Suba,Niza,Ciudad Jardín Norte
Suba,Niza,Colina Campestre
Suba,Niza,Colinas de Suba
Suba,Niza,Córdoba
Suba,Niza,Covadonga
Suba,Niza,Gratamira
Suba,Niza,Iberia
Suba,Niza,Lagos de Córdoba
Suba,Niza,Las Villas
Suba,Niza,Lindaraja
Suba,Niza,Niza
Suba,Niza,Niza Norte
Suba,Niza,Niza Suba
Suba,Niza,Niza VIII
Suba,Niza,Prado Jardín
Suba,Niza,Provenza
Suba,Niza,Rincón de Iberia
Suba,Niza,Sotileza
Suba,La Floresta,Andes Norte
Suba,La Floresta,Club los Lagartos
Suba,La Floresta,Coasmedas
Suba,La Floresta,Julio Flórez
Suba,La Floresta,La Alborada
Suba,La Floresta,La Floresta Norte
Suba,La Floresta,Morato
Suba,La Floresta,Nuevo Monterrey
Suba,La Floresta,Pontevedra
Suba,La Floresta,Potosí
Suba,La Floresta,San Nicolás
Suba,La Floresta,Santa Rosa
Suba,La Floresta,Teusacá
Suba,Suba,Acacias
Suba,Suba,Alaska
Suba,Suba,Alcázar de Suba
Suba,Suba,Almendros Norte
Suba,Suba,Alto de la Toma
Suba,Suba,Bosques de San Jorge
Suba,Suba,Campanela
Suba,Suba,Costa Azul
Suba,Suba,El Pencil
Suba,Suba,El Pinar
Suba,Suba,El Pino
Suba,Suba,El Pórtico
Suba,Suba,El Salitre
Suba,Suba,Gloria Lara
Suba,Suba,Java
Suba,Suba,La Campiña
Suba,Suba,La Fontana
Suba,Suba,Las Orquídeas
Suba,Suba,Londres
Suba,Suba,Miraflores
Suba,Suba,Monarcas
Suba,Suba,Navetas
Suba,Suba,Pinar de Suba
Suba,Suba,Pinos de Lombardía
Suba,Suba,Portal de Las Mercedes
Suba,Suba,Pradera de Suba
Suba,Suba,Prados de Suba
Suba,Suba,San Carlos de Suba
Suba,Suba,Santa Cecilia
Suba,Suba,Santa Rita
Suba,Suba,Suba Compartir
Suba,Suba,Tibabuyes Universal
Suba,Suba,Toscana
Suba,Suba,Vereda Suba Rincón
Suba,Suba,Villa del Campo
Suba,Suba,Villa Esperanza
Suba,Suba,Villa Hermosa
Suba,Suba,Villa Susana
Suba,El Rincón,Alcaparros
Suba,El Rincón,Almirante Colón
Suba,El Rincón,Almonacid
Suba,El Rincón,Altos de Chozica
Suba,El Rincón,Altos de la Esperanza
Suba,El Rincón,Amberes
Suba,El Rincón,Antonio Granados
Suba,El Rincón,Arrayanes
Suba,El Rincón,Aures I
Suba,El Rincón,Aures II
Suba,El Rincón,Bella Vista
Suba,El Rincón,Bochalema
Suba,El Rincón,Catalina
Suba,El Rincón,Ciudad Hunza
Suba,El Rincón,Costa Rica
Suba,El Rincón,El Aguinaldo
Suba,El Rincón,El Arenal
Suba,El Rincón,El Carmen
Suba,El Rincón,El Cerezo
Suba,El Rincón,El Cóndor
Suba,El Rincón,El Jardín
Suba,El Rincón,El Jordán - La Esperanza
Suba,El Rincón,El Naranjal
Suba,El Rincón,El Ocal
Suba,El Rincón,El Palmar
Suba,El Rincón,El Poa
Suba,El Rincón,El Progreso (Rincón)
Suba,El Rincón,Guillermo Núñez
Suba,El Rincón,Jaime Bermeo
Suba,El Rincón,Japón
Suba,El Rincón,Java II Sector
Suba,El Rincón,La Aguadita
Suba,El Rincón,La Alameda
Suba,El Rincón,La Aurora
Suba,El Rincón,La Chucua
Suba,El Rincón,La Esmeralda
Suba,El Rincón,La Esperanza (Calle 131A)
Suba,El Rincón,La Estanzuela
Suba,El Rincón,La Flor
Suba,El Rincón,La Flora
Suba,El Rincón,La Manuelita
Suba,El Rincón,La Palma
Suba,El Rincón,La Trinitaria
Suba,El Rincón,Lago de Suba
Suba,El Rincón,Las Flores
Suba,El Rincón,Lombardía
Suba,El Rincón,Los Arrayanes
Suba,El Rincón,Los Naranjos
Suba,El Rincón,Los Nogales
Suba,El Rincón,Rincón de Suba
Suba,El Rincón,Rincón del Condor
Suba,El Rincón,Rincón Escuela
Suba,El Rincón,Riobamba
Suba,El Rincón,Rodrigo Lara Bonilla
Suba,El Rincón,San Cayetano
Suba,El Rincón,San Isidro Norte
Suba,El Rincón,San Jorge
Suba,El Rincón,Santa Inés - Santa Helena
Suba,El Rincón,Tuna Baja
Suba,El Rincón,Turingia
Suba,El Rincón,Villas del Rincón
Suba,Tibabuyes,Atenas
Suba,Tibabuyes,Aures II Sector La Planta
Suba,Tibabuyes,Berlín
Suba,Tibabuyes,Berlín IV Sector
Suba,Tibabuyes,Bilbao
Suba,Tibabuyes,Bilbao I Sector
Suba,Tibabuyes,Bilbao II Sector
Suba,Tibabuyes,Cañiza I,
Suba,Tibabuyes,Carolina II y III
Suba,Tibabuyes,Compartir
Suba,Tibabuyes,El Cedro
Suba,Tibabuyes,La Gaitana
Suba,Tibabuyes,La Isabela
Suba,Tibabuyes,Lisboa
Suba,Tibabuyes,Los Nogales de Tibabuyes
Suba,Tibabuyes,Miramar
Suba,Tibabuyes,Nueva Tibabuyes
Suba,Tibabuyes,Nuevo Corinto Sector E
Suba,Tibabuyes,Prados de Santa Barbara
Suba,Tibabuyes,Rincón de Boyacá
Suba,Tibabuyes,Sabana de Tibabuyes
Suba,Tibabuyes,San Carlos de Tibabuyes
Suba,Tibabuyes,San Miguel Tibabuyes
Suba,Tibabuyes,San Pedro
Suba,Tibabuyes,San Pedro de Tibabuyes
Suba,Tibabuyes,Santa Ana de Suba
Suba,Tibabuyes,Santa Barbara Tibabuyes
Suba,Tibabuyes,Santa Cecilia
Suba,Tibabuyes,Santa Inés
Barrios Unidos,Los Andes,Conjunto Residencial Calle 100
Barrios Unidos,Los Andes,Entrerríos
Barrios Unidos,Los Andes,Escuela Militar de Cadetes
Barrios Unidos,Los Andes,La Castellana
Barrios Unidos,Los Andes,La Patria
Barrios Unidos,Los Andes,Los Andes
Barrios Unidos,Los Andes,Rionegro
Barrios Unidos,Los Andes,Urbanización San Martín
Barrios Unidos,Los Andes,Villa Calasanz
Barrios Unidos,Los Andes,Vizcaya
Barrios Unidos,Doce de Octubre,Benjamín Herrera
Barrios Unidos,Doce de Octubre,Catorce de Septiembre
Barrios Unidos,Doce de Octubre,Doce de Octubre
Barrios Unidos,Doce de Octubre,El Ferrol
Barrios Unidos,Doce de Octubre,José Joaquín Vargas
Barrios Unidos,Doce de Octubre,La Merced Norte
Barrios Unidos,Doce de Octubre,La Paz
Barrios Unidos,Doce de Octubre,Los Artesanos
Barrios Unidos,Doce de Octubre,Metrópolis
Barrios Unidos,Doce de Octubre,Nuevo Alcázar
Barrios Unidos,Doce de Octubre,R. E. C. (Restrepo
Barrios Unidos,Doce de Octubre,San Fernando Occidental
Barrios Unidos,Doce de Octubre,San Miguel
Barrios Unidos,Doce de Octubre,Santa Rosa
Barrios Unidos,Doce de Octubre,Urbanización Floresta
Barrios Unidos,Doce de Octubre,Urb. Industrial La Cabaña
Barrios Unidos,Los Alcázares,Alcázares
Barrios Unidos,Los Alcázares,Baquero
Barrios Unidos,Los Alcázares,Benjamín Herrera
Barrios Unidos,Los Alcázares,Concepción Norte
Barrios Unidos,Los Alcázares,El Rosario
Barrios Unidos,Los Alcázares,Juan XXIII
Barrios Unidos,Los Alcázares,La Aurora
Barrios Unidos,Los Alcázares,Muequetá
Barrios Unidos,Los Alcázares,San Fernando
Barrios Unidos,Los Alcázares,Siete de Agosto
Barrios Unidos,Parque el Salitre,El Lago (parte Norte)
Barrios Unidos,Parque el Salitre,El Salitre
Barrios Unidos,Parque el Salitre,Galerías (parte Norte)
Barrios Unidos,Parque el Salitre,La Esmeralda
