Localidad,UPZ,Barrio
Bosa,Bosa Occidental,Hortelanos de Escocia
Bosa,Bosa Occidental,Jorge Uribe Botero
Bosa,Bosa Occidental,La Cabaña
Bosa,Bosa Occidental,La Concepción
Bosa,Bosa Occidental,La Concepción II Sector
Bosa,Bosa Occidental,La Dulcinea
Bosa,Bosa Occidental,La Esmeralda
Bosa,Bosa Occidental,La Esperanza I
Bosa,Bosa Occidental,La Esperanza II Sector
Bosa,Bosa Occidental,La Estanzuela
Bosa,Bosa Occidental,La Estanzuela II
Bosa,Bosa Occidental,La Florida IV Sector
Bosa,Bosa Occidental,La Fontana de Bosa La Libertad
Bosa,Bosa Occidental,La Fontana I y II
Bosa,Bosa Occidental,La Independencia
Bosa,Bosa Occidental,La Independencia II Sector
Bosa,Bosa Occidental,La Libertad
Bosa,Bosa Occidental,La Libertad II
Bosa,Bosa Occidental,La Libertad III
Bosa,Bosa Occidental,La Libertad IV
Bosa,Bosa Occidental,La Libertad Sector Magnolia
Bosa,Bosa Occidental,La Paz
Bosa,Bosa Occidental,La Paz II Sector
Bosa,Bosa Occidental,La Paz III
Bosa,Bosa Occidental,La Paz San Ignacio
Bosa,Bosa Occidental,La Paz San Ignacio Sector La Esperanza
Bosa,Bosa Occidental,La Paz Sector San Ignacio Las Vegas
Bosa,Bosa Occidental,La Portada
Bosa,Bosa Occidental,La Portada II
Bosa,Bosa Occidental,La Portada III Sector
Bosa,Bosa Occidental,Las Margaritas Sector I y II
Bosa,Bosa Occidental,Las Vegas
Bosa,Bosa Occidental,Los Héroes
Bosa,Bosa Occidental,Los Ocales
Bosa,Bosa Occidental,Nuestra Señora de la Paz
Bosa,Bosa Occidental,Nueva Escocia
Bosa,Bosa Occidental,Nueva Esperanza
Bosa,Bosa Occidental,Porvenir La Concepción
Bosa,Bosa Occidental,Porvenir Parcela 17A y 17B
Bosa,Bosa Occidental,Potreritos
Bosa,Bosa Occidental,San Antonio
Bosa,Bosa Occidental,San Antonio de Bosa
Bosa,Bosa Occidental,San Antonio de Escocia
Bosa,Bosa Occidental,San Antonio de Escocia II
Bosa,Bosa Occidental,San Bernardino
Bosa,Bosa Occidental,San Bernardino Sector II
Bosa,Bosa Occidental,San Bernardino Sector Protrerito
Bosa,Bosa Occidental,San Bernardino Sector Villa Emma
Bosa,Bosa Occidental,San Diego La Paz IV Sector
Bosa,Bosa Occidental,San Fernando N.S. de la Paz
Bosa,Bosa Occidental,San Javier
Bosa,Bosa Occidental,San Joaquín
Bosa,Bosa Occidental,San Jorge
Bosa,Bosa Occidental,San Jorge II
Bosa,Bosa Occidental,San Juanito
Bosa,Bosa Occidental,San Luis
Bosa,Bosa Occidental,San Luis II
Bosa,Bosa Occidental,San Martín
Bosa,Bosa Occidental,Santa Fe Bosa
Bosa,Bosa Occidental,Santa Lucía
Bosa,Bosa Occidental,Sub Santa Lucía
Bosa,Bosa Occidental,Sub Triángulo Las Materas
Bosa,Bosa Occidental,Sub Urb. Claretiana
Bosa,Bosa Occidental,Urbanización La Aurora
Bosa,Bosa Occidental,Urbanización La Esperanza
Bosa,Bosa Occidental,Urbanización La Sultana
Bosa,Bosa Occidental,Urbanización San Pedro
Bosa,Bosa Occidental,Vereda El Porvenir Sector Brasil
Bosa,Bosa Occidental,Villa Carolina
Bosa,Bosa Occidental,Villa Clemencia
Bosa,Bosa Occidental,Villa Clemencia Sector Tierra Grata
Bosa,Bosa Occidental,Villa Colombia
Bosa,Bosa Occidental,Villa Colombia II
Bosa,Bosa Occidental,Villa de Los Comuneros
Bosa,Bosa Central,Andalucía
Bosa,Bosa Central,Andalucía II
Bosa,Bosa Central,Antonia Santos
Bosa,Bosa Central,Argelia
Bosa,Bosa Central,Argelia II
Bosa,Bosa Central,Bosa (Centro)
Bosa,Bosa Central,Bosa La Azucena Mz A
Bosa,Bosa Central,Bosa La Azucena Mz B
Bosa,Bosa Central,Bosa La Estación
Bosa,Bosa Central,Bosa Las Margaritas
Bosa,Bosa Central,Bosa Llano de Bosa (San Eduardo)
Bosa,Bosa Central,Bosa Nova El Porvenir
Bosa,Bosa Central,Carlos Albán
Bosa,Bosa Central,Carlos Albán Holguín Nueva Granada
Bosa,Bosa Central,Carlos Albán Sector Israelita
Bosa,Bosa Central,Carlos Albán Sector Miraflores
Bosa,Bosa Central,Charles de Gaulle
Bosa,Bosa Central,Charles de Gaulle II
Bosa,Bosa Central,Claretiano
Bosa,Bosa Central,El Jardín
Bosa,Bosa Central,El Jardín San Eugenio
Bosa,Bosa Central,El Llano (Sector Guzmán)
Bosa,Bosa Central,El Llano Mz A
Bosa,Bosa Central,El Llano Sector Fandiño
Bosa,Bosa Central,El Palmar
Bosa,Bosa Central,El Portal I y II Sector
Bosa,Bosa Central,El Progreso
Bosa,Bosa Central,El Retazo
Bosa,Bosa Central,El Triunfo (Sector Bosa Central)
Bosa,Bosa Central,Gran Colombiano
Bosa,Bosa Central,Gran Colombiano II Sector
Bosa,Bosa Central,Gualoche
Bosa,Bosa Central,Hermanos Barragán
Bosa,Bosa Central,Humberto Valencia I
Bosa,Bosa Central,Humberto Valencia II
Bosa,Bosa Central,Islandia
Bosa,Bosa Central,Islandia II Sector
Bosa,Bosa Central,Islandia III Sector
Bosa,Bosa Central,Jiménez de Quesada
Bosa,Bosa Central,Jiménez de Quesada II Sector
Bosa,Bosa Central,José Antonio Galán
Bosa,Bosa Central,José María Carbonell I Sector
Bosa,Bosa Central,José María Carbonell II Sector
Bosa,Bosa Central,La Amistad
Bosa,Bosa Central,La Aurora
Bosa,Bosa Central,La Azucena
Bosa,Bosa Central,La Azucena Sector El Triángulo
Bosa,Bosa Central,La Cruz de Terreros
Bosa,Bosa Central,La Ele II Sector Los Laureles
Bosa,Bosa Central,La Esmeralda
Bosa,Bosa Central,La Esperanza de Tibanica
Bosa,Bosa Central,La Estación
Bosa,Bosa Central,La Paz San Ignacio
Bosa,Bosa Central,Las Margaritas
Bosa,Bosa Central,Las Margaritas III
Bosa,Bosa Central,Laureles La Estación
Bosa,Bosa Central,Laureles III Sector
Bosa,Bosa Central,Llano Oriental
Bosa,Bosa Central,Los Centauros
Bosa,Bosa Central,Los Laureles del Sur
Bosa,Bosa Central,Los Naranjos
Bosa,Bosa Central,Los Sauces
Bosa,Bosa Central,Los Sauces Sector Los Cedros
Bosa,Bosa Central,Macarena La Y
Bosa,Bosa Central,Manzanares
Bosa,Bosa Central,Naranjos El Retazo
Bosa,Bosa Central,Nicolás Escobar
Bosa,Bosa Central,Nueva Granada
Bosa,Bosa Central,Nueva Granada II Sector
Bosa,Bosa Central,Nueva Granada V Sector
Bosa,Bosa Central,Osorio X
Bosa,Bosa Central,Osorio XIII
Bosa,Bosa Central,Pablo VI
Bosa,Bosa Central,Paso Ancho
Bosa,Bosa Central,Piamonte
Bosa,Bosa Central,Providencia
Bosa,Bosa Central,Riviera II
Bosa,Bosa Central,Rubén Galán
Bosa,Bosa Central,Sabio Caldas
Bosa,Bosa Central,San Diego
Bosa,Bosa Central,San Eugenio
Bosa,Bosa Central,San Eugenio II
Bosa,Bosa Central,San José Los Naranjos
Bosa,Bosa Central,San Judas B
Bosa,Bosa Central,San Pablo I Sector
Bosa,Bosa Central,San Pablo II Sector
Bosa,Bosa Central,Santa Fe
Bosa,Bosa Central,Santa Lucía
Bosa,Bosa Central,Santa Marta Casa Caída
Bosa,Bosa Central,Sub Urbanización Claretiana
Bosa,Bosa Central,Tívoli
Bosa,Bosa Central,Urbanización El Tanque de Bosa
Bosa,Bosa Central,Urbanización Getsemaní
Bosa,Bosa Central,Urbanización La Avenida Bosa
Bosa,Bosa Central,Urbanización Llano Oriental
Bosa,Bosa Central,Urbanización Tanque de Bosa
Bosa,Bosa Central,Vereda Sector San José Villa Anay
Bosa,Bosa Central,Villa Anay
Bosa,Bosa Central,Villa Nohora
Bosa,Bosa Central,Villas del Progreso
Bosa,Bosa Central,Villa Karen
Bosa,Bosa Central,Villa Karen El Recreo
Bosa,Bosa Central,Xochimilco
Bosa,Bosa Central,Yuli Fernanda
Bosa,El Porvenir,Antonio Nariño
Bosa,El Porvenir,Bosa Nova El Porvenir
Bosa,El Porvenir,Caldas
Bosa,El Porvenir,Campo Hermoso
Bosa,El Porvenir,Cañaveralejo
Bosa,El Porvenir,Casa Nueva
Bosa,El Porvenir,Chicó Sur
Bosa,El Porvenir,Chicalá
Bosa,El Porvenir,Ciudadela La Libertad II
Bosa,El Porvenir,El Anhelo
Bosa,El Porvenir,El Corzo Desarrollo
Bosa,El Porvenir,El Porvenir II Sector
Bosa,El Porvenir,El Porvenir III
Bosa,El Porvenir,El Porvenir Sector Brasil
Bosa,El Porvenir,El Porvenir San Luis
Bosa,El Porvenir,El Progreso II Sector
Bosa,El Porvenir,El Recuerdo
Bosa,El Porvenir,El Recuerdo 4 A
Bosa,El Porvenir,El Recuerdo II
Bosa,El Porvenir,El Recuerdo de Santa Fe
Bosa,El Porvenir,Los Eucaliptos
Bosa,El Porvenir,Paso Ancho
Bosa,El Porvenir,Villa Carolina
Bosa,El Porvenir,Villa Clemencia
Bosa,El Porvenir,Villa Clemencia Sector Tierra Grata
Bosa,El Porvenir,Villa Colombia
Bosa,El Porvenir,Villa Esmeralda
Bosa,Tintal Sur,Ciudadela El Recreo
Bosa,Tintal Sur,El Matorral
Bosa,Tintal Sur,El Matorral de San Bernardino
Bosa,Tintal Sur,El Triunfo
Bosa,Tintal Sur,El Triunfo de San Bernardino
Bosa,Tintal Sur,Kasay de los Venados (en Ciudadela El Recreo)
Bosa,Tintal Sur,La Vega de San Bernardino Bajo
Bosa,Tintal Sur,Potreritos
Bosa,Tintal Sur,San Bernardino Sector Potrerito
Bosa,Tintal Sur,San Bernardino XVI
Bosa,Tintal Sur,San Bernardino XVII
Bosa,Tintal Sur,San Bernardino XVIII
Bosa,Tintal Sur,San Bernardino XIX
Bosa,Tintal Sur,San Bernardino XXII
Bosa,Tintal Sur,San Bernardino XXV
Bosa,Tintal Sur,Santa Mónica I-IV etapas (en Ciudadela El Recreo)
Bosa,Tintal Sur,Vereda San José Sector II
Bosa,Tintal Sur,Villas de Vizcaya (en Ciudadela El Recreo)
Kennedy,Castilla,Aloha Sector Norte
Kennedy,Castilla,Andalucía
Kennedy,Castilla,Andalucía II Sector
Kennedy,Castilla,Agrupación de Vivienda Pío XII
Kennedy,Castilla,Bavaria
Kennedy,Castilla,Bavaria Techo II Sector I Etapa
Kennedy,Castilla,Bavaria Techo II Sector II Etapa
Kennedy,Castilla,Bosques de Castilla
Kennedy,Castilla,Castilla (Barrio)
Kennedy,Castilla,Ciudad Don Bosco
Kennedy,Castilla,Ciudad Favidi
Kennedy,Castilla,Ciudad Techo 1
Kennedy,Castilla,El Castillo
Kennedy,Castilla,El Condado de la Paz
Kennedy,Castilla,El Rincón de Castilla
Kennedy,Castilla,El Rincón de Los Ángeles
Kennedy,Castilla,El Tintal
Kennedy,Castilla,El Vergel
Kennedy,Castilla,El Vergel Occidental
Kennedy,Castilla,Lagos de Castilla
Kennedy,Castilla,Las Dos Avenidas I Etapa
Kennedy,Castilla,Las Dos Avenidas II Etapa
Kennedy,Castilla,Monterrey
Kennedy,Castilla,Nuestra Señora de la Paz
Kennedy,Castilla,Perpetuo Socorro II
Kennedy,Castilla,Pío XII
Kennedy,Castilla,San Juan del Castillo
Kennedy,Castilla,San José Occidental
Kennedy,Castilla,Santa Catalina Sector I
Kennedy,Castilla,Santa Catalina Sector II
Kennedy,Castilla,Santa Cecilia
Kennedy,Castilla,Urbanización Bavaria
Kennedy,Castilla,Urbanización Castilla La Nueva
Kennedy,Castilla,Urbanización Castilla Los Mandriles
Kennedy,Castilla,Urbanización Castilla Real
Kennedy,Castilla,Urbanización Castilla Reservado
Kennedy,Castilla,Urbanización Catania
Kennedy,Castilla,Urbanización Pío XII
Kennedy,Castilla,Urbanización Pío XII Valladolid
Kennedy,Castilla,Villa Galante
Kennedy,Castilla,Villa Liliana
Kennedy,Castilla,Villa Mariana
Kennedy,Castilla,Visión de Colombia
Bosa,Apogeo,Agrupación Multifamiliar Villa Emilia
Bosa,Apogeo,Andalucía (Desarrollo)
Bosa,Apogeo,Carboquímica Ltda
Bosa,Apogeo,Cementerio
Bosa,Apogeo,Ciudadela Industrial R.C.
Bosa,Apogeo,Class
Bosa,Apogeo,El Motorista
Bosa,Apogeo,El Portal San Bernardino
Bosa,Apogeo,Fábrica General Electric
Bosa,Apogeo,Finca San Nicolás
Bosa,Apogeo,Hermanos Barragán
Bosa,Apogeo,Industrial
Bosa,Apogeo,Induagro Ltda
Bosa,Apogeo,Jaqueline
Bosa,Apogeo,Jardines del Apogeo
Bosa,Apogeo,José Antonio Galán (Desarrollo)
Bosa,Apogeo,La Estación
Bosa,Apogeo,La Ilusión (Desarrollo)
Bosa,Apogeo,La Riviera
Bosa,Apogeo,La Estancia
Bosa,Apogeo,Movil Oil Company
Bosa,Apogeo,Nicolás Escobar
Bosa,Apogeo,Nuevo Chile
Bosa,Apogeo,Olarte (Urbanización)
Bosa,Apogeo,Panaco-Indega
Bosa,Apogeo,Predio La Vega
Bosa,Apogeo,Primavera Sur
Bosa,Apogeo,Providencia
Bosa,Apogeo,San Eugenio
Bosa,Apogeo,San Eugenio II
Bosa,Apogeo,San Isidro
Bosa,Apogeo,San Bernardino
Bosa,Apogeo,San Bernardino Sector II
Bosa,Apogeo,San Bernardino Sector Potrerito
Bosa,Apogeo,San Bernardino Sector Villa Emma
Bosa,Apogeo,Topluz
Bosa,Apogeo,Urbanización Clarelandia del Sur
Bosa,Apogeo,Urbanización Gecolsa
Bosa,Apogeo,Urbanización Villa del Río
Bosa,Apogeo,Urbanización Villa Ñora
Bosa,Apogeo,Villa del Río II - VII Etapas
Kennedy,Américas,Agrupación Pío X
Kennedy,Américas,Alférez Real
Kennedy,Américas,Aloha
Kennedy,Américas,Alsacia
Kennedy,Américas,Américas Central
Kennedy,Américas,Américas Sector Galán
Kennedy,Américas,Antiguo Hipódromo de Techo II Etapa
Kennedy,Américas,Áticos de las Américas
Kennedy,Américas,Cooperativa de Suboficiales
Kennedy,Américas,El Condado de la Paz
Kennedy,Américas,La Igualdad I Sector
Kennedy,Américas,La Igualdad II Sector
Kennedy,Américas,La Llanura Manzana P
Kennedy,Américas,Las Américas
Kennedy,Américas,Los Pinos de Marsella
Kennedy,Américas,Los Sauces (Sauces Robles)
Kennedy,Américas,Lusitania
Kennedy,Américas,Marsella
Kennedy,Américas,Marsella Sector Norte I y II
Kennedy,Américas,Multifamiliares La Paz El Ferrol
Kennedy,Américas,Nuestra Señora de La Paz
Kennedy,Américas,San José Occidental
Kennedy,Américas,Talavera de la Reina (Agrupación de Vivienda Talavera)
Kennedy,Américas,Unidad Oviedo
Kennedy,Américas,Urbanización Bavaria
Kennedy,Américas,Villa Adriana
Kennedy,Carvajal,Alquería de la Fragua
Kennedy,Carvajal,Alquerías de la Fragua Sector San Pedro
Kennedy,Carvajal,Alquerías de la Fragua Sector Santa Yolanda
Kennedy,Carvajal,Carvajal
Kennedy,Carvajal,Carvajal II Sector
Kennedy,Carvajal,Carvajal Osorio
Kennedy,Carvajal,Carvajal Techo I Sector
Kennedy,Carvajal,Condado El Rey
Kennedy,Carvajal,Desarrollo Nueva York
Kennedy,Carvajal,El Progreso I Sector
Kennedy,Carvajal,El Progreso II Sector
Kennedy,Carvajal,El Triángulo
Kennedy,Carvajal,Favidi (Conjunto Residencial)
Kennedy,Carvajal,Fundadores
Kennedy,Carvajal,Jardines de Castilla
Kennedy,Carvajal,La Chucua
Kennedy,Carvajal,Las Delicias
Kennedy,Carvajal,Provivienda
Kennedy,Carvajal,Provivienda Oriental
Kennedy,Carvajal,Renania (Antes La Chucua)
Kennedy,Carvajal,Urbanización Carvajal
Kennedy,Carvajal,Urbanización Los Pinos
Kennedy,Carvajal,Valencia La Chucua
Kennedy,Carvajal,Villa Adriana
Kennedy,Carvajal,Villa Lucerna
Kennedy,Kennedy Central,Abraham Lincoln
Kennedy,Kennedy Central,Bertha Hernández de Ospina (Urbanización)
Kennedy,Kennedy Central,Camilo Torres
Kennedy,Kennedy Central,Centroamérica (Urbanización)
Kennedy,Kennedy Central,Ciudad Kennedy Central
Kennedy,Kennedy Central,Ciudad Kennedy Norte
Kennedy,Kennedy Central,Ciudad Kennedy Occidental
Kennedy,Kennedy Central,Ciudad Kennedy Oriental
Kennedy,Kennedy Central,Ciudad Kennedy Sur
Kennedy,Kennedy Central,Ciudad Kennedy Súper Manzana 10
Kennedy,Kennedy Central,Ciudad Kennedy Súper Manzana 13
Kennedy,Kennedy Central,Conjunto Residencial Manuel Mejía
Kennedy,Kennedy Central,El Descanso
Kennedy,Kennedy Central,El Jordán
Kennedy,Kennedy Central,El Jordán II y III
Kennedy,Kennedy Central,El Palenque
Kennedy,Kennedy Central,El Porvenir II Sector
Kennedy,Kennedy Central,Kennedy Norte Súper Manzana 11
Kennedy,Kennedy Central,La Unidad
Kennedy,Kennedy Central,Mandalay I Sector
Kennedy,Kennedy Central,Mandalay Etapa A Sector II
Kennedy,Kennedy Central,Nuevo Kennedy El Descanso
Kennedy,Kennedy Central,Onasis
Kennedy,Kennedy Central,Sagrado Corazón
Kennedy,Kennedy Central,San Martín de Porres
Kennedy,Kennedy Central,Santa Catalina
Kennedy,Kennedy Central,Urbanización El Parque
Kennedy,Kennedy Central,Urbanización Kennedy Súper Manzana 8
Kennedy,Kennedy Central,Urbanización Santa Luisa
Kennedy,Kennedy Central,Vasconia II
Kennedy,Kennedy Central,Villa de los Sauces
Kennedy,Kennedy Central,Villa Rica
Kennedy,Kennedy Central,Visión de Colombia
Kennedy,Timiza,ACIP
Kennedy,Timiza,Alameda de Timiza
Kennedy,Timiza,Alfonso Montaña
Kennedy,Timiza,Berlín
Kennedy,Timiza,Boitá
Kennedy,Timiza,Boitá I Sector
Kennedy,Timiza,Boitá II Sector
Kennedy,Timiza,Casa Loma
Kennedy,Timiza,Catalina
Kennedy,Timiza,Catalina II
Kennedy,Timiza,El Paraíso
Kennedy,Timiza,Granada
Kennedy,Timiza,Humberto Valencia
Kennedy,Timiza,La Amistad
Kennedy,Timiza,Lago Timiza I y II Etapa
Kennedy,Timiza,Las Luces
Kennedy,Timiza,Miraflores
Kennedy,Timiza,Monterrey
Kennedy,Timiza,Nueva Timiza
Kennedy,Timiza,Olivos (Los)
Kennedy,Timiza,Pastranita III
Kennedy,Timiza,Río Bravo
Kennedy,Timiza,Roma
Kennedy,Timiza,Sacramento
Kennedy,Timiza,San Andrés
Kennedy,Timiza,San Jorge I y II
Kennedy,Timiza,San Vicente Ferrer
Kennedy,Timiza,Santa Catalina
Kennedy,Timiza,Sumapaz
Kennedy,Timiza,Timiza
Kennedy,Timiza,Tito Puente
Kennedy,Timiza,Tocarema
Kennedy,Timiza,Urbanización El Edén
Kennedy,Timiza,Urbanización La Unidad
Kennedy,Timiza,Urbanización Rincón de los Reyes
Kennedy,Timiza,Urbanización San Pedro
Kennedy,Timiza,Urbanización Techo
Kennedy,Timiza,Vegas de Santa Ana
Kennedy,Timiza,Villa de los Sauces
Kennedy,Timiza,Villa Nelly
Kennedy,Tintal Norte,El Tintal
Kennedy,Tintal Norte,El Tintal II
Kennedy,Tintal Norte,El Tintal III
Kennedy,Tintal Norte,El Tintal IV
Kennedy,Tintal Norte,La Magdalena
Kennedy,Tintal Norte,Sabana Grande
Kennedy,Tintal Norte,Santa Paz-Santa Elvira
Kennedy,Tintal Norte,Vereda El Tintal
Kennedy,Tintal Norte,Vereda El Tintal Urbano
Kennedy,Tintal Norte,Vereda El Tintal Rural
Kennedy,Calandaima,Calandaima
Kennedy,Calandaima,Ciudadela Primavera
Kennedy,Calandaima,Ciudadela Tierra Buena
Kennedy,Calandaima,Conjunto Residencial Gerona del Tintal
Kennedy,Calandaima,Galán
Kennedy,Calandaima,Osorio
Kennedy,Calandaima,Osorio - Tintalá
Kennedy,Calandaima,Santa Fe del Tintal
Kennedy,Calandaima,Tintalá
Kennedy,Calandaima,Urbanización Unir Uno (Predio Calandaima)
Kennedy,Corabastos,Amparo Cañizares
Kennedy,Corabastos,Corabastos
Kennedy,Corabastos,Cayetano Cañizares
Kennedy,Corabastos,Chucua de la Vaca
Kennedy,Corabastos,El Amparo
Kennedy,Corabastos,El Llanito
Kennedy,Corabastos,El Olivo
Kennedy,Corabastos,El Portal de Patio Bonito
Kennedy,Corabastos,El Saucedal
Kennedy,Corabastos,Llano Grande
Kennedy,Corabastos,María Paz
Kennedy,Corabastos,Pinar del Río
Kennedy,Corabastos,Pinar del Río II
Kennedy,Corabastos,San Carlos
Kennedy,Corabastos,Villa de la Loma
Kennedy,Corabastos,Villa de la Loma II Sector Mz 31 y 32
Kennedy,Gran Britalia,Alfonso López Michelsen
Kennedy,Gran Britalia,Altamar
Kennedy,Gran Britalia,Bellavista
Kennedy,Gran Britalia,Campo Hermoso
Kennedy,Gran Britalia,Casablanca Sur
Kennedy,Gran Britalia,Class
Kennedy,Gran Britalia,El Almenar
Kennedy,Gran Britalia,El Carmelo
Kennedy,Gran Britalia,El Pencil
Kennedy,Gran Britalia,El Porvenir (Britalia)
Kennedy,Gran Britalia,El Progreso I y II Sector
Kennedy,Gran Britalia,El Triángulo
Kennedy,Gran Britalia,Floralía I y II Sector
Kennedy,Gran Britalia,Gran Britalia
Kennedy,Gran Britalia,La Esperanza
Kennedy,Gran Britalia,La María
Kennedy,Gran Britalia,Nueva Esperanza
Kennedy,Gran Britalia,Parques del Tintal (Campo Alegre Londoño)
Kennedy,Gran Britalia,Pastranita I Sector
Kennedy,Gran Britalia,Vereda La Balsa
Kennedy,Gran Britalia,Villa Anita
Kennedy,Gran Britalia,Villa Clemencia Sector Villa Grata
Kennedy,Gran Britalia,Villa Nelly
Kennedy,Gran Britalia,Villa Nelly - Los Alisos
Kennedy,Gran Britalia,Villa Nelly III Sector
Localidad,,Barrio
Kennedy,Patio Bonito,Altamar
Kennedy,Patio Bonito,Avenida Cundinamarca
Kennedy,Patio Bonito,Barranquillita
Kennedy,Patio Bonito,Bellavista
Kennedy,Patio Bonito,Campo Hermoso
Kennedy,Patio Bonito,Ciudad de Cali
Kennedy,Patio Bonito,Ciudad Galán
Kennedy,Patio Bonito,Ciudad Granada
Kennedy,Patio Bonito,Dindalito
Kennedy,Patio Bonito,El Paraíso
Kennedy,Patio Bonito,El Patio III Sector
Kennedy,Patio Bonito,El Rosario
Kennedy,Patio Bonito,El Rosario III
Kennedy,Patio Bonito,El Saucedal
Kennedy,Patio Bonito,El Triunfo
Kennedy,Patio Bonito,Horizonte Occidente
Kennedy,Patio Bonito,Jazmín Occidental
Kennedy,Patio Bonito,La Rivera
Kennedy,Patio Bonito,La Rivera II Sector
Kennedy,Patio Bonito,Las Acacias
Kennedy,Patio Bonito,Las Brisas
Kennedy,Patio Bonito,Las Palmeras
Kennedy,Patio Bonito,Las Palmitas
Kennedy,Patio Bonito,Las Vegas
Kennedy,Patio Bonito,Los Almendros
Kennedy,Patio Bonito,Nueva Esperanza
Kennedy,Patio Bonito,Parques del Tintal (Campo Alegre Londoño)
Kennedy,Patio Bonito,Patio Bonito I
Kennedy,Patio Bonito,Patio Bonito II Sector
Kennedy,Patio Bonito,Puente La Vega
Kennedy,Patio Bonito,San Dionisio
Kennedy,Patio Bonito,San Marino
Kennedy,Patio Bonito,Santa Mónica
Kennedy,Patio Bonito,Sector II Altamar
Kennedy,Patio Bonito,Sumapaz
Kennedy,Patio Bonito,Tayrona
Kennedy,Patio Bonito,Tintalito
Kennedy,Patio Bonito,Tintalito II
Kennedy,Patio Bonito,Tocarema
Kennedy,Patio Bonito,Urb. Dindalito I Etapa
Kennedy,Patio Bonito,Villa Alexandra
Kennedy,Patio Bonito,Villa Andrés
Kennedy,Patio Bonito,Villa Hermosa
Kennedy,Patio Bonito,Villa Mendoza
Kennedy,Las Margaritas,Las Margaritas
Kennedy,Las Margaritas,Osorio XI
Kennedy,Las Margaritas,Osorio XII
Kennedy,Las Margaritas,Portal Américas (Parte)
Kennedy,Bavaria ,Aloha
Kennedy,Bavaria ,Alsacia
Kennedy,Bavaria ,Áticos de las Américas
Kennedy,Bavaria ,Cooperativa de Suboficiales
Kennedy,Bavaria ,El Condado de la Paz
Kennedy,Bavaria ,Los Pinos de Marsella
Kennedy,Bavaria ,Lucitania
Kennedy,Bavaria ,Marsella
Kennedy,Bavaria ,Marsella Sector Norte I y II
Kennedy,Bavaria ,Multifamiliares La Paz El Ferrol
Kennedy,Bavaria ,Nuestra Señora de La Paz
Kennedy,Bavaria ,San José Occidental
Kennedy,Bavaria ,Unidad Oviedo
Kennedy,Bavaria ,Urbanización Bavaria
Fontibón,Fontibón C,Arabia
Fontibón,Fontibón C,Atahualpa
Fontibón,Fontibón C,Azul
Fontibón,Fontibón C,Boston
Fontibón,Fontibón C,Centro A
Fontibón,Fontibón C,Conjunto Residencial Parques de Modelia
Fontibón,Fontibón C,Conjunto Residencial Villa Beatriz
Fontibón,Fontibón C,El Carmen
Fontibón,Fontibón C,El Cuco Sector La Estancia
Fontibón,Fontibón C,El Guadual
Fontibón,Fontibón C,El Jordán
Fontibón,Fontibón C,El Pedregal
Fontibón,Fontibón C,El Rubí
Fontibón,Fontibón C,Fontibón Centro
Fontibón,Fontibón C,La Cabaña
Fontibón,Fontibón C,La Giralda
Fontibón,Fontibón C,La Laguna
Fontibón,Fontibón C,La Perla
Fontibón,Fontibón C,Las Flores
Fontibón,Fontibón C,Las Brisas
Fontibón,Fontibón C,Palestina
Fontibón,Fontibón C,Rincón Santo
Fontibón,Fontibón C,Salamanca
Fontibón,Fontibón C,San Pedro y Santa Ana (parte)
Fontibón,Fontibón C,San Pedro Los Robles
Fontibón,Fontibón C,Torcoroma
Fontibón,Fontibón C,Unidad Residencial Montecarlo
Fontibón,Fontibón C,Urbanización Laredo
Fontibón,Fontibón C,Urbanización Los Cámbulos
Fontibón,Fontibón C,Urbanización Salamanca
Fontibón,Fontibón C,Urbanización Santiago
Fontibón,Fontibón C,Valle Verde
Fontibón,Fontibón C,Versalles
Fontibón,Fontibón C,Villa Carmenza
Fontibón,Fontibón C,La Estación (parte)
Fontibón,Fontibón San ,Ambalema
Fontibón,Fontibón San ,Bohíos de Hunza I y II
Fontibón,Fontibón San ,Bohíos de Hunza III
Fontibón,Fontibón San ,El Paraíso
Fontibón,Fontibón San ,El Portal
Fontibón,Fontibón San ,El Refugio
Fontibón,Fontibón San ,El Triángulo
Fontibón,Fontibón San ,Florencia
Fontibón,Fontibón San ,Jericó
Fontibón,Fontibón San ,La Aldea
Fontibón,Fontibón San ,La Zelfita
Fontibón,Fontibón San ,Prados de la Alameda
Fontibón,Fontibón San ,Puente Grande
Fontibón,Fontibón San ,San Pablo
Fontibón,Fontibón San ,Selva Dorada
Fontibón,Fontibón San ,Villa Liliana
Fontibón,Fontibón San ,HB
Fontibón,Fontibón San ,Recodo
Fontibón,Zona F,Cassandra
Fontibón,Zona F,El Charco
Fontibón,Zona F,El Chircal
Fontibón,Zona F,La Estancia Camino de Salazar
Fontibón,Zona F,Moravia
Fontibón,Zona F,Centenario
Fontibón,Zona F,Zona Franca
Fontibón,Ciudad Salitre Occid,Ciudad Salitre Occidental
Fontibón,Ciudad Salitre Occid,Carlos Lleras
Fontibón,Ciudad Salitre Occid,La Esperanza Norte
Fontibón,Ciudad Salitre Occid,Sausalito
Fontibón,Granjas de ,Ciudad Hayuelos
Fontibón,Granjas de ,Granjas de Techo
Fontibón,Granjas de ,Montevideo
Fontibón,Granjas de ,Paraíso Bavaria
Fontibón,Granjas de ,Visión Semi Industrial
Fontibón,Mo,Ciudad Modelia
Fontibón,Mo,Fuente del Dorado II Etapa
Fontibón,Mo,Rincón de Modelia
